N,epsilon,transition_prob,discount_factor,global_phase_size,aggregate_phase_size,algorithm,time,iterations,total_updates,error,num_mega_states,t_sa_final,theoretical_bound,speedup_updates
50,0.0005,0.6,0.8,2,5,mega_state_agg,0.4490964678116143,65,51620,0.004857710472838228,81,45,0.005000000000000001,1.8403719488570323
50,0.0005,0.5,0.99,2,5,value_iteration,2.6184017630293965,117,292500,0.0,,,0.09999999999999991,0.7865651975152607
50,0.0005,0.5,0.99,2,5,mega_state_agg,4.823721472173929,366,371870,0.09015564404222687,594,260,0.09999999999999991,0.7865651975152607
50,0.0005,0.6,0.8,2,10,value_iteration,0.9816184397786856,38,95000,0.0,,,0.005000000000000001,1.7853786882165006
50,0.0005,0.6,0.8,2,10,mega_state_agg,0.5741934040561318,110,53210,0.004903562259123362,80,90,0.005000000000000001,1.7853786882165006
50,0.0005,0.6,0.8,5,20,value_iteration,0.8640365889295936,38,95000,0.0,,,0.005000000000000001,1.8255188316679478
50,0.0005,0.6,0.8,5,20,mega_state_agg,0.4935387382283807,80,52040,0.0046757427087058545,61,60,0.005000000000000001,1.8255188316679478
50,0.0005,0.6,0.85,2,5,value_iteration,1.287106181960553,51,127500,0.0,,,0.006666666666666666,1.6523035054752802
50,0.0005,0.6,0.85,2,5,mega_state_agg,0.8195836869999766,99,77165,0.006372945948005082,134,70,0.006666666666666666,1.6523035054752802
50,0.0005,0.6,0.85,2,10,value_iteration,1.1826386149041355,51,127500,0.0,,,0.006666666666666666,1.7787388392857142
50,0.0005,0.6,0.85,2,10,mega_state_agg,0.8262207419611514,146,71680,0.0064319818514668725,120,120,0.006666666666666666,1.7787388392857142
50,0.0005,0.5,0.99,2,10,value_iteration,2.563369625248015,117,292500,0.0,,,0.09999999999999991,0.7434991484710607
50,0.0005,0.5,0.99,2,10,mega_state_agg,6.2396147614344954,530,393410,0.0916651986914161,596,440,0.09999999999999991,0.7434991484710607
50,0.0005,0.6,0.85,5,20,value_iteration,1.2128225998021662,51,127500,0.0,,,0.006666666666666666,1.7797319932998326
50,0.0005,0.6,0.85,5,20,mega_state_agg,0.7468634657561779,126,71640,0.005602367805789932,128,100,0.006666666666666666,1.7797319932998326
50,0.0005,0.5,0.99,5,20,value_iteration,2.8889098200015724,117,292500,0.0,,,0.09999999999999991,0.7304465088402757
50,0.0005,0.5,0.99,5,20,mega_state_agg,6.190550105646253,478,400440,0.09049289480287825,597,380,0.09999999999999991,0.7304465088402757
50,0.0005,0.6,0.9,2,5,value_iteration,1.8418879709206522,72,180000,0.0,,,0.010000000000000002,1.3494264937401603
50,0.0005,0.6,0.9,2,5,mega_state_agg,1.526888211723417,162,133390,0.009636637363204414,264,115,0.010000000000000002,1.3494264937401603
50,0.0005,0.6,0.9,2,10,value_iteration,1.736310217063874,72,180000,0.0,,,0.010000000000000002,1.421239636794315
50,0.0005,0.6,0.9,2,10,mega_state_agg,1.5582441571168602,241,126650,0.009891712222824367,251,200,0.010000000000000002,1.421239636794315
50,0.0005,0.6,0.9,5,20,value_iteration,1.6344771450385451,72,180000,0.0,,,0.010000000000000002,1.374885426214482
50,0.0005,0.6,0.9,5,20,mega_state_agg,1.4994786707684398,204,130920,0.009070757191926404,253,160,0.010000000000000002,1.374885426214482
50,0.0005,0.6,0.95,2,5,value_iteration,2.1498659290373325,84,210000,0.0,,,0.019999999999999983,1.0218480852513259
50,0.0005,0.6,0.95,2,5,mega_state_agg,2.5650038700550795,226,205510,0.01840749137985398,478,160,0.019999999999999983,1.0218480852513259
50,0.0005,0.6,0.95,2,10,value_iteration,2.0156853860244155,84,210000,0.0,,,0.019999999999999983,1.0090332500480492
50,0.0005,0.6,0.95,2,10,mega_state_agg,2.7562881209887564,338,208120,0.01934509297081277,476,280,0.019999999999999983,1.0090332500480492
50,0.0005,0.6,0.95,5,20,value_iteration,1.994079370982945,84,210000,0.0,,,0.019999999999999983,1.0430118208006358
50,0.0005,0.6,0.95,5,20,mega_state_agg,2.6889421436935663,280,201340,0.016018966945075874,483,220,0.019999999999999983,1.0430118208006358
50,0.0005,0.7,0.8,2,5,value_iteration,0.8458461510017514,40,100000,0.0,,,0.005000000000000001,1.753155680224404
50,0.0005,0.7,0.8,2,5,mega_state_agg,0.5538525748997927,72,57040,0.004722152884556685,91,50,0.005000000000000001,1.753155680224404
50,0.0005,0.6,0.99,2,5,value_iteration,2.2508163638412952,97,242500,0.0,,,0.09999999999999991,0.9434512809539557
50,0.0005,0.6,0.99,2,5,mega_state_agg,3.578285028692335,268,257035,0.08879025544246844,544,190,0.09999999999999991,0.9434512809539557
500,0.0005,0.6,0.99,2,5,value_iteration,1663.7953712930903,695,173750000,0.0,,,0.09999999999999991,23.149412637780642
500,0.0005,0.6,0.99,2,5,algorithm_3,31107.37205066206,100,7505590,63.42299985670461,205,70,0.09999999999999991,23.149412637780642
50,0.0005,0.7,0.8,2,10,value_iteration,0.9457759629003704,40,100000,0.0,,,0.005000000000000001,1.59821000479463
50,0.0005,0.7,0.8,2,10,mega_state_agg,0.6785555509850383,133,62570,0.0045880281463475114,98,110,0.005000000000000001,1.59821000479463
50,0.0005,0.7,0.8,5,20,value_iteration,0.8940574740990996,40,100000,0.0,,,0.005000000000000001,1.6329196603527107
50,0.0005,0.7,0.8,5,20,mega_state_agg,0.5833899551071227,103,61240,0.004206137925867104,87,80,0.005000000000000001,1.6329196603527107
50,0.0005,0.7,0.85,2,5,value_iteration,1.220029037911445,53,132500,0.0,,,0.006666666666666666,1.6635279347143754
50,0.0005,0.7,0.85,2,5,mega_state_agg,0.7965643592178822,100,79650,0.0060802279387282,146,70,0.006666666666666666,1.6635279347143754
50,0.0005,0.7,0.85,2,10,value_iteration,1.2479850491508842,53,132500,0.0,,,0.006666666666666666,1.5732605081928284
50,0.0005,0.7,0.85,2,10,mega_state_agg,0.8864723830483854,170,84220,0.005539390808878331,145,140,0.006666666666666666,1.5732605081928284
50,0.0005,0.6,0.99,5,20,value_iteration,2.2972715171054006,97,242500,0.0,,,0.09999999999999991,0.9757765974569451
50,0.0005,0.6,0.99,5,20,mega_state_agg,3.3808155530132353,328,248520,0.07908255195369662,549,260,0.09999999999999991,0.9757765974569451
50,0.0005,0.6,0.99,2,10,value_iteration,2.2838849877007306,97,242500,0.0,,,0.09999999999999991,0.7609753036056108
50,0.0005,0.6,0.99,2,10,mega_state_agg,5.33090213406831,458,318670,0.0944262335701822,547,380,0.09999999999999991,0.7609753036056108
50,0.0005,0.7,0.85,5,20,value_iteration,1.3251800080761313,53,132500,0.0,,,0.006666666666666666,1.6253680078508341
50,0.0005,0.7,0.85,5,20,mega_state_agg,0.9038978642784059,130,81520,0.006153728463018204,129,100,0.006666666666666666,1.6253680078508341
50,0.0005,0.7,0.9,2,5,value_iteration,1.572934946976602,66,165000,0.0,,,0.010000000000000002,1.2997754933238803
50,0.0005,0.7,0.9,2,5,mega_state_agg,1.4671241180039942,155,126945,0.008723904850295838,281,110,0.010000000000000002,1.2997754933238803
50,0.0005,0.7,0.9,2,10,value_iteration,1.5687190620228648,66,165000,0.0,,,0.010000000000000002,1.2348450830713964
50,0.0005,0.7,0.9,2,10,mega_state_agg,1.8024656432680786,253,133620,0.009269995054578928,279,210,0.010000000000000002,1.2348450830713964
50,0.0005,0.7,0.9,5,20,value_iteration,1.4988117623142898,66,165000,0.0,,,0.010000000000000002,1.3162093171665603
50,0.0005,0.7,0.9,5,20,mega_state_agg,1.547820861916989,202,125360,0.009455399256289354,262,160,0.010000000000000002,1.3162093171665603
50,0.0005,0.7,0.95,2,5,value_iteration,1.7576032937504351,75,187500,0.0,,,0.019999999999999983,1.0355111282929255
50,0.0005,0.7,0.95,2,5,mega_state_agg,2.179678652435541,205,181070,0.019732190875174638,432,145,0.019999999999999983,1.0355111282929255
50,0.0005,0.7,0.95,5,20,value_iteration,1.7352919289842248,75,187500,0.0,,,0.019999999999999983,0.932650218861918
50,0.0005,0.7,0.95,5,20,mega_state_agg,2.74030595831573,288,201040,0.019828174131323095,440,228,0.019999999999999983,0.932650218861918
50,0.0005,0.7,0.95,2,10,value_iteration,1.7884101341478527,75,187500,0.0,,,0.019999999999999983,0.854642417612471
50,0.0005,0.7,0.95,2,10,mega_state_agg,3.137072402983904,361,219390,0.019043897670858456,432,300,0.019999999999999983,0.854642417612471
50,0.0005,0.7,0.99,2,5,value_iteration,1.9618967049755156,83,207500,0.0,,,0.09999999999999991,0.9384469268689792
50,0.0005,0.7,0.99,2,5,mega_state_agg,2.795522890985012,240,221110,0.08535516716380442,483,170,0.09999999999999991,0.9384469268689792
50,0.0005,0.92,0.8,2,5,value_iteration,1.0276857800781727,42,105000,0.0,,,0.005000000000000001,1.4433981716956492
50,0.0005,0.92,0.8,2,5,mega_state_agg,0.7017135070636868,93,72745,0.00495026617290506,83,65,0.005000000000000001,1.4433981716956492
50,0.0005,0.92,0.8,2,10,value_iteration,0.9936871300451458,42,105000,0.0,,,0.005000000000000001,1.3922036595067622
50,0.0005,0.92,0.8,2,10,mega_state_agg,0.8015202847309411,158,75420,0.004800856981141521,81,130,0.005000000000000001,1.3922036595067622
50,0.0005,0.92,0.8,5,20,value_iteration,0.9214686122722924,42,105000,0.0,,,0.005000000000000001,1.3618677042801557
50,0.0005,0.92,0.8,5,20,mega_state_agg,0.7464621318504214,129,77100,0.0046675240460043455,82,100,0.005000000000000001,1.3618677042801557
50,0.0005,0.7,0.99,2,10,value_iteration,2.0708456072025,83,207500,0.0,,,0.09999999999999991,0.786014621765976
50,0.0005,0.7,0.99,2,10,mega_state_agg,3.8725105258636177,409,263990,0.08210757844156547,479,340,0.09999999999999991,0.786014621765976
50,0.0005,0.92,0.85,2,5,value_iteration,1.3365408177487552,54,135000,0.0,,,0.006666666666666666,1.3368983957219251
50,0.0005,0.92,0.85,2,5,mega_state_agg,1.0321994186379015,128,100980,0.006537435303708428,134,90,0.006666666666666666,1.3368983957219251
50,0.0005,0.7,0.99,5,20,value_iteration,1.9901962582953274,83,207500,0.0,,,0.09999999999999991,0.8521560574948666
50,0.0005,0.7,0.99,5,20,mega_state_agg,3.2582675791345537,329,243500,0.08589592588261041,483,260,0.09999999999999991,0.8521560574948666
50,0.0005,0.92,0.85,2,10,value_iteration,1.1844552252441645,54,135000,0.0,,,0.006666666666666666,1.264400112391121
50,0.0005,0.92,0.85,2,10,mega_state_agg,1.1713766111060977,218,106770,0.005726265873311043,135,180,0.006666666666666666,1.264400112391121
50,0.0005,0.92,0.85,5,20,value_iteration,1.2825026190839708,54,135000,0.0,,,0.006666666666666666,1.2593283582089552
50,0.0005,0.92,0.85,5,20,mega_state_agg,1.1733809299767017,179,107200,0.0063460725805608575,132,140,0.006666666666666666,1.2593283582089552
50,0.0005,0.92,0.9,2,5,value_iteration,1.3207625346258283,56,140000,0.0,,,0.010000000000000002,1.0215995329830707
50,0.0005,0.92,0.9,2,5,mega_state_agg,1.4903325368650258,170,137040,0.008885633482403676,205,120,0.010000000000000002,1.0215995329830707
50,0.0005,0.92,0.9,2,10,value_iteration,1.3769088126718998,56,140000,0.0,,,0.010000000000000002,0.9429514380009429
50,0.0005,0.92,0.9,2,10,mega_state_agg,1.6831222139298916,290,148470,0.004910502492748492,206,240,0.010000000000000002,0.9429514380009429
50,0.0005,0.92,0.9,5,20,value_iteration,1.346667055040598,56,140000,0.0,,,0.010000000000000002,0.9765761241088743
50,0.0005,0.92,0.9,5,20,mega_state_agg,1.6132465763948858,231,143358,0.00970108030790584,218,181,0.010000000000000002,0.9765761241088743
50,0.0005,0.92,0.95,2,5,value_iteration,1.3051457270048559,59,147500,0.0,,,0.019999999999999983,0.9786034168187095
50,0.0005,0.92,0.95,2,5,mega_state_agg,1.6402165917679667,184,150725,0.012090690946330085,258,130,0.019999999999999983,0.9786034168187095
50,0.0005,0.92,0.95,2,10,value_iteration,1.4000658728182316,59,147500,0.0,,,0.019999999999999983,0.9005983636585664
50,0.0005,0.92,0.95,2,10,mega_state_agg,2.0203367401845753,313,163780,0.010816777131417155,254,260,0.019999999999999983,0.9005983636585664
50,0.0005,0.92,0.95,5,20,value_iteration,1.394242858979851,59,147500,0.0,,,0.019999999999999983,0.93378070397569
50,0.0005,0.92,0.95,5,20,mega_state_agg,1.7864212850108743,253,157960,0.013101199017086174,264,200,0.019999999999999983,0.93378070397569
50,0.0005,0.92,0.99,2,5,value_iteration,1.4947975147515535,61,152500,0.0,,,0.09999999999999991,0.978818998716303
50,0.0005,0.92,0.99,2,5,mega_state_agg,1.7236482128500938,190,155800,0.0649790867185942,282,135,0.09999999999999991,0.978818998716303
50,0.0005,0.92,0.99,2,10,value_iteration,1.546207285951823,61,152500,0.0,,,0.09999999999999991,0.9031150065142721
50,0.0005,0.92,0.99,2,10,mega_state_agg,2.142935199663043,314,168860,0.08219979249253839,286,260,0.09999999999999991,0.9031150065142721
50,0.0005,0.95,0.8,2,5,value_iteration,1.0244451821781695,43,107500,0.0,,,0.005000000000000001,1.4260131325860583
50,0.0005,0.95,0.8,2,5,mega_state_agg,0.721088679973036,99,75385,0.0045485332494275,79,70,0.005000000000000001,1.4260131325860583
50,0.0005,0.95,0.8,2,10,value_iteration,1.023227910976857,43,107500,0.0,,,0.005000000000000001,1.3317641228939545
50,0.0005,0.95,0.8,2,10,mega_state_agg,0.8736975933425128,170,80720,0.004301107046039476,78,140,0.005000000000000001,1.3317641228939545
50,0.0005,0.92,0.99,5,20,value_iteration,1.4164565149694681,61,152500,0.0,,,0.09999999999999991,0.9268263036343746
50,0.0005,0.92,0.99,5,20,mega_state_agg,1.901129067875445,255,164540,0.06309049291272828,290,200,0.09999999999999991,0.9268263036343746
50,0.0005,0.95,0.8,5,20,value_iteration,1.0541681563481688,43,107500,0.0,,,0.005000000000000001,1.4022958518132012
50,0.0005,0.95,0.8,5,20,mega_state_agg,0.7753868019208312,129,76660,0.004709444037060528,73,100,0.005000000000000001,1.4022958518132012
50,0.0005,0.95,0.85,2,5,value_iteration,1.2418102850206196,53,132500,0.0,,,0.006666666666666666,1.2842880682368907
50,0.0005,0.95,0.85,2,5,mega_state_agg,1.016455742996186,134,103170,0.00598682567444353,124,95,0.006666666666666666,1.2842880682368907
50,0.0005,0.95,0.85,2,10,value_iteration,1.1975407400168478,53,132500,0.0,,,0.006666666666666666,1.1893007808993807
50,0.0005,0.95,0.85,2,10,mega_state_agg,1.2471772660501301,230,111410,0.005633434904829038,116,190,0.006666666666666666,1.1893007808993807
50,0.0005,0.95,0.85,5,20,value_iteration,1.199238311033696,53,132500,0.0,,,0.006666666666666666,1.2796986671817654
50,0.0005,0.95,0.85,5,20,mega_state_agg,1.0489965360611677,178,103540,0.006332055404036474,114,140,0.006666666666666666,1.2796986671817654
50,0.0005,0.95,0.9,2,5,value_iteration,1.298376492690295,55,137500,0.0,,,0.010000000000000002,1.0149099498080898
50,0.0005,0.95,0.9,2,5,mega_state_agg,1.428483468014747,170,135480,0.005620168027903105,178,120,0.010000000000000002,1.0149099498080898
50,0.0005,0.95,0.9,2,10,value_iteration,1.2106971042230725,55,137500,0.0,,,0.010000000000000002,0.9411362080766599
50,0.0005,0.95,0.9,2,10,mega_state_agg,1.6217393851839006,290,146100,0.005001079265495534,177,240,0.010000000000000002,0.9411362080766599
50,0.0005,0.95,0.9,5,20,value_iteration,1.3490311531350017,55,137500,0.0,,,0.010000000000000002,0.9750390015600624
50,0.0005,0.95,0.9,5,20,mega_state_agg,1.7332956311292946,230,141020,0.006779850545029831,174,180,0.010000000000000002,0.9750390015600624
50,0.0005,0.95,0.95,2,5,value_iteration,1.3665765263140202,57,142500,0.0,,,0.019999999999999983,0.9981577859809615
50,0.0005,0.95,0.95,2,5,mega_state_agg,1.5780578427948058,178,142763,0.019264370426846256,218,126,0.019999999999999983,0.9981577859809615
50,0.0005,0.95,0.95,2,10,value_iteration,1.3930529612116516,57,142500,0.0,,,0.019999999999999983,0.9193548387096774
50,0.0005,0.95,0.95,2,10,mega_state_agg,1.9119775267317891,302,155000,0.014364206766536824,220,250,0.019999999999999983,0.9193548387096774
50,0.0005,0.95,0.95,5,20,value_iteration,1.3574533690698445,57,142500,0.0,,,0.019999999999999983,0.9382407163550172
50,0.0005,0.95,0.95,5,20,mega_state_agg,1.753571660257876,252,151880,0.014616553593054249,223,200,0.019999999999999983,0.9382407163550172
50,0.0005,0.95,0.99,2,5,value_iteration,1.3922785790637136,58,145000,0.0,,,0.09999999999999991,0.968700938637806
50,0.0005,0.95,0.99,2,5,mega_state_agg,1.5841736514121294,184,149685,0.04695070253858091,240,130,0.09999999999999991,0.968700938637806
50,0.0005,0.98,0.8,2,5,value_iteration,0.9612419018521905,43,107500,0.0,,,0.005000000000000001,1.388799173180027
50,0.0005,0.98,0.8,2,5,mega_state_agg,0.6940507870167494,100,77405,0.004457305317518312,57,70,0.005000000000000001,1.388799173180027
50,0.0005,0.95,0.99,2,10,value_iteration,1.4168560658581555,58,145000,0.0,,,0.09999999999999991,0.8946751403714445
50,0.0005,0.95,0.99,2,10,mega_state_agg,2.1325830770656466,313,162070,0.0734376464831854,242,260,0.09999999999999991,0.8946751403714445
50,0.0005,0.95,0.99,5,20,value_iteration,1.3790415502153337,58,145000,0.0,,,0.09999999999999991,0.930322083921468
50,0.0005,0.95,0.99,5,20,mega_state_agg,1.9178048870526254,253,155860,0.06724833795872343,248,200,0.09999999999999991,0.930322083921468
50,0.0005,0.98,0.8,2,10,value_iteration,1.0101188300177455,43,107500,0.0,,,0.005000000000000001,1.35045161614512
50,0.0005,0.98,0.8,2,10,mega_state_agg,0.773573272395879,171,79603,0.004773719682070521,63,141,0.005000000000000001,1.35045161614512
50,0.0005,0.98,0.8,5,20,value_iteration,1.0486945128068328,43,107500,0.0,,,0.005000000000000001,1.3687293099057805
50,0.0005,0.98,0.8,5,20,mega_state_agg,0.7829245822504163,130,78540,0.004394382561388355,57,100,0.005000000000000001,1.3687293099057805
50,0.0005,0.98,0.85,2,5,value_iteration,1.2083275178447366,51,127500,0.0,,,0.006666666666666666,1.215848948648262
50,0.0005,0.98,0.85,2,5,mega_state_agg,1.0742448228411376,135,104865,0.006532786589870554,95,95,0.006666666666666666,1.215848948648262
50,0.0005,0.98,0.85,2,10,value_iteration,1.2941492893733084,51,127500,0.0,,,0.006666666666666666,1.1619535400851189
50,0.0005,0.98,0.85,2,10,mega_state_agg,1.162444582208991,231,109729,0.006614970667923714,99,191,0.006666666666666666,1.1619535400851189
50,0.0005,0.98,0.85,5,20,value_iteration,1.1840938981622458,51,127500,0.0,,,0.006666666666666666,1.1895876096286622
50,0.0005,0.98,0.85,5,20,mega_state_agg,1.1880363849923015,180,107180,0.005667892779862349,91,140,0.006666666666666666,1.1895876096286622
50,0.0005,0.98,0.9,2,5,value_iteration,1.1888707862235606,53,132500,0.0,,,0.010000000000000002,0.9929184308141931
50,0.0005,0.98,0.9,2,5,mega_state_agg,1.3278710898011923,170,133445,0.0028300588929504045,142,120,0.010000000000000002,0.9929184308141931
50,0.0005,0.98,0.9,2,10,value_iteration,1.3605404677800834,53,132500,0.0,,,0.010000000000000002,0.9341511562323745
50,0.0005,0.98,0.9,2,10,mega_state_agg,1.674651499837637,290,141840,0.0020120506274032834,142,240,0.010000000000000002,0.9341511562323745
50,0.0005,0.98,0.9,5,20,value_iteration,1.3292875047773123,53,132500,0.0,,,0.010000000000000002,0.9619573108755627
50,0.0005,0.98,0.9,5,20,mega_state_agg,1.4615486916154623,230,137740,0.003880461053951123,132,180,0.010000000000000002,0.9619573108755627
50,0.0005,0.98,0.95,2,5,value_iteration,1.3496562391519547,54,135000,0.0,,,0.019999999999999983,0.9635286560559561
50,0.0005,0.98,0.95,2,5,mega_state_agg,1.46900237724185,177,140110,0.0046600230274158605,173,125,0.019999999999999983,0.9635286560559561
50,0.0005,0.98,0.95,2,10,value_iteration,1.3752765799872577,54,135000,0.0,,,0.019999999999999983,0.9186173108328797
50,0.0005,0.98,0.95,2,10,mega_state_agg,1.7127631600014865,301,146960,0.011172106727229902,168,250,0.019999999999999983,0.9186173108328797
50,0.0005,0.98,0.95,5,20,value_iteration,1.3487207517027855,54,135000,0.0,,,0.019999999999999983,0.933997509339975
50,0.0005,0.98,0.95,5,20,mega_state_agg,1.723448423203081,251,144540,0.010691018084830972,169,200,0.019999999999999983,0.933997509339975
50,0.0005,0.98,0.99,2,5,value_iteration,1.3327735187485814,55,137500,0.0,,,0.09999999999999991,0.9771524002416231
50,0.0005,0.98,0.99,2,5,mega_state_agg,1.517554724123329,177,140715,0.05481701582944254,182,125,0.09999999999999991,0.9771524002416231
50,0.0005,1.0,0.8,2,5,value_iteration,0.5115484013222158,43,107500,0.0,,,0.005000000000000001,1.4116689209596722
50,0.0005,1.0,0.8,2,5,mega_state_agg,0.35666995495557785,101,76151,0.0049507833693089864,31,71,0.005000000000000001,1.4116689209596722
50,0.0005,0.98,0.99,2,10,value_iteration,1.397994400933385,55,137500,0.0,,,0.09999999999999991,0.9095118401905014
50,0.0005,0.98,0.99,2,10,mega_state_agg,1.8903798470273614,302,151180,0.028695809321135357,183,250,0.09999999999999991,0.9095118401905014
50,0.0005,1.0,0.8,2,10,value_iteration,0.5892792930826545,43,107500,0.0,,,0.005000000000000001,1.3429106808244846
50,0.0005,1.0,0.8,2,10,mega_state_agg,0.4593844320625067,181,80050,0.004173840902065962,31,150,0.005000000000000001,1.3429106808244846
50,0.0005,0.98,0.99,5,20,value_iteration,1.3792231045663357,55,137500,0.0,,,0.09999999999999991,0.9249293690300013
50,0.0005,0.98,0.99,5,20,mega_state_agg,1.759476900100708,252,148660,0.026125984288775328,186,200,0.09999999999999991,0.9249293690300013
50,0.0005,1.0,0.8,5,20,value_iteration,0.4992950293235481,43,107500,0.0,,,0.005000000000000001,1.348469643753136
50,0.0005,1.0,0.8,5,20,mega_state_agg,0.4511177376843989,151,79720,0.004393908931048962,31,120,0.005000000000000001,1.348469643753136
50,0.0005,1.0,0.85,2,5,value_iteration,0.7066781236790121,50,125000,0.0,,,0.006666666666666666,1.2250578227292328
50,0.0005,1.0,0.85,2,5,mega_state_agg,0.5906438557431102,136,102036,0.006617862429609822,41,96,0.006666666666666666,1.2250578227292328
50,0.0005,1.0,0.85,2,10,value_iteration,0.6442996207624674,50,125000,0.0,,,0.006666666666666666,1.2015649181493977
50,0.0005,1.0,0.85,2,10,mega_state_agg,0.6014472828246653,231,104031,0.006571551257363417,41,191,0.006666666666666666,1.2015649181493977
50,0.0005,1.0,0.85,5,20,value_iteration,0.611348177306354,50,125000,0.0,,,0.006666666666666666,1.1493196027951453
50,0.0005,1.0,0.85,5,20,mega_state_agg,0.5553657147102058,202,108760,0.006141523981495034,41,160,0.006666666666666666,1.1493196027951453
50,0.0005,1.0,0.9,2,5,value_iteration,0.6187552204355597,50,125000,0.0,,,0.010000000000000002,0.9756478301592257
50,0.0005,1.0,0.9,2,5,mega_state_agg,0.6543630799278617,170,128120,0.0002633903265287785,49,120,0.010000000000000002,0.9756478301592257
50,0.0005,1.0,0.9,2,10,value_iteration,0.6214545769616961,50,125000,0.0,,,0.010000000000000002,0.952453520268211
50,0.0005,1.0,0.9,2,10,mega_state_agg,0.778012515977025,290,131240,0.00018995707598890021,49,240,0.010000000000000002,0.952453520268211
50,0.0005,1.0,0.9,5,20,value_iteration,0.6750967120751739,50,125000,0.0,,,0.010000000000000002,0.9639111659469464
50,0.0005,1.0,0.9,5,20,mega_state_agg,0.6976596689783037,230,129680,8.152429129815175e-05,46,180,0.010000000000000002,0.9639111659469464
50,0.0005,1.0,0.95,2,5,value_iteration,0.632787817157805,50,125000,0.0,,,0.019999999999999983,0.9756478301592257
50,0.0005,1.0,0.95,2,5,mega_state_agg,0.7310573547147214,170,128120,0.0003242898286490714,49,120,0.019999999999999983,0.9756478301592257
50,0.0005,1.0,0.95,2,10,value_iteration,0.6829537167213857,50,125000,0.0,,,0.019999999999999983,0.952453520268211
50,0.0005,1.0,0.95,2,10,mega_state_agg,0.8189956368878484,290,131240,0.0004568414358869788,49,240,0.019999999999999983,0.952453520268211
50,0.0005,1.0,0.95,5,20,value_iteration,0.6783665828406811,50,125000,0.0,,,0.019999999999999983,0.9639111659469464
50,0.0005,1.0,0.95,5,20,mega_state_agg,0.7540278919041157,230,129680,0.00015096118970703287,46,180,0.019999999999999983,0.9639111659469464
50,0.0005,1.0,0.99,2,5,value_iteration,0.6552058798260987,50,125000,0.0,,,0.09999999999999991,0.9756478301592257
50,0.0005,1.0,0.99,2,5,mega_state_agg,0.668346453923732,170,128120,0.0010633348955755295,49,120,0.09999999999999991,0.9756478301592257
50,0.0005,1.0,0.99,2,10,value_iteration,0.7705756211653352,50,125000,0.0,,,0.09999999999999991,0.952453520268211
50,0.0005,1.0,0.99,2,10,mega_state_agg,0.7838796391151845,290,131240,0.0005386452282944987,49,240,0.09999999999999991,0.952453520268211
50,0.0005,1.0,0.99,5,20,value_iteration,0.605824529659003,50,125000,0.0,,,0.09999999999999991,0.9639111659469464
50,0.0005,1.0,0.99,5,20,mega_state_agg,0.7104034638032317,230,129680,0.00028977506746485915,46,180,0.09999999999999991,0.9639111659469464
50,0.005,0.5,0.8,2,5,value_iteration,0.9313048007898033,37,92500,0.0,,,0.05000000000000001,2.7992131941292175
50,0.005,0.5,0.8,2,5,mega_state_agg,0.3155326461419463,43,33045,0.04020125726662194,36,30,0.05000000000000001,2.7992131941292175
50,0.005,0.5,0.8,2,10,value_iteration,0.910532049369067,37,92500,0.0,,,0.05000000000000001,3.274336283185841
50,0.005,0.5,0.8,2,10,mega_state_agg,0.29286782583221793,61,28250,0.04252692937391611,31,50,0.05000000000000001,3.274336283185841
50,0.005,0.5,0.8,5,20,value_iteration,0.8289109012112021,37,92500,0.0,,,0.05000000000000001,3.007152145643693
50,0.005,0.5,0.8,5,20,mega_state_agg,0.29291089717298746,52,30760,0.03998655142159535,28,40,0.05000000000000001,3.007152145643693
50,0.005,0.5,0.85,2,5,value_iteration,1.10339040402323,49,122500,0.0,,,0.06666666666666665,2.648190583250465
50,0.005,0.5,0.85,2,5,mega_state_agg,0.4869007202796638,61,46258,0.06515812630460527,56,43,0.06666666666666665,2.648190583250465
50,0.005,0.5,0.85,2,10,value_iteration,1.2767836074344814,49,122500,0.0,,,0.06666666666666665,3.1313905930470347
50,0.005,0.5,0.85,2,10,mega_state_agg,0.39991345116868615,85,39120,0.05896097641405085,47,70,0.06666666666666665,3.1313905930470347
50,0.005,0.5,0.85,5,20,value_iteration,1.2178848120383918,49,122500,0.0,,,0.06666666666666665,2.9278202676864247
50,0.005,0.5,0.85,5,20,mega_state_agg,0.418167922180146,76,41840,0.058093060077807124,51,60,0.06666666666666665,2.9278202676864247
50,0.005,0.5,0.9,2,5,value_iteration,1.7676676353439689,74,185000,0.0,,,0.10000000000000002,2.3447401774397973
50,0.005,0.5,0.9,2,5,mega_state_agg,0.7483379687182605,100,78900,0.09983371503729543,103,70,0.10000000000000002,2.3447401774397973
50,0.005,0.5,0.9,2,10,value_iteration,1.8546360428445041,74,185000,0.0,,,0.10000000000000002,2.6983663943990663
50,0.005,0.5,0.9,2,10,mega_state_agg,0.7095104889012873,145,68560,0.09709660916777985,98,120,0.10000000000000002,2.6983663943990663
50,0.005,0.5,0.9,5,20,value_iteration,1.7987087406218052,74,185000,0.0,,,0.10000000000000002,2.5245633187772927
50,0.005,0.5,0.9,5,20,mega_state_agg,0.7440552832558751,127,73280,0.09181833753293311,105,100,0.10000000000000002,2.5245633187772927
50,0.005,0.5,0.95,2,5,value_iteration,2.261853742878884,94,235000,0.0,,,0.19999999999999982,1.3317465714609544
50,0.005,0.5,0.95,2,5,mega_state_agg,2.1372136403806508,211,176460,0.19529253672410718,297,150,0.19999999999999982,1.3317465714609544
